tweetid,convoid,timestamp,printname,screenname,verified,mentions,cards,body,lang,links,likes,retweets
1114580570493857792,1114563192569593856,1554571690,Ⓜ️ معتز الحداد,Hadd26Taz,False,NetflixMENA,true, pic.twitter.com/y1zAn6K3fq,und,https://t.co/y1zAn6K3fq,,
1114575357183713280,1114563192569593856,1554570447,Naif gomazy,Lonlynes,False,NetflixMENA,False,هذا الكلام الصح ,ar,,,
1114863865861480453,1114563192569593856,1554639233,hassan ettaljaoui,kyohassan,False,NetflixMENA,False,Narcos,es,,,
1114613945959161856,1114563192569593856,1554579647,Afnan,afnanaay,False,NetflixMENA,true, pic.twitter.com/w0TL2HyzuM,und,https://t.co/w0TL2HyzuM,,
1114588853598400513,1114563192569593856,1554573665,عبدالرحمن,DH0UM,False,NetflixMENA,False,درر ,ar,,,
1114927994815094785,1114563192569593856,1554654522,ريوزاكي سان.,mjo0od76,False,NetflixMENA,False,ابغا حساب ,ar,,,
1114595442476634113,1114563192569593856,1554575236,Ruain,ruaiin,False,NetflixMENA,False,درر فديتكمم,ar,,,
1114569577382522880,1114563192569593856,1554569069,Baraa🇵🇸,Baraa_enaem,False,NetflixMENA,False,واااااااو,ar,,,
1114564664732549123,1114563192569593856,1554567898,storm,niiillqq,False,NetflixMENA,False,حكيم ياشيخ ,ar,,,
1114722678345043968,1114563192569593856,1554605571,🇸🇦خالد السهلي 🇮🇪,khaled_alsehli,False,NetflixMENA,False,أحترم وجهة نظرك ، ولكن البرفيسور أعجب الكل ، وهذا يعني إن العمل المميز حلو عند الجميع .,ar,,,
1114563479946637313,1114563192569593856,1554567615,الحل الصعب.,mdred222,False,NetflixMENA,False,يسلام حكم حكم بس مو كانك تسب,ar,,,
1114578320262348801,1114563192569593856,1554571154,م,__i6s,False,NetflixMENA,False,هوملاند تعبت امدحه عن العالم ولا احد يعجبه ؛(,ar,,,
1114651919849537536,1114563192569593856,1554588701,محمد المذن,GALACTICOS19,False,NetflixMENA,False,غلط ، المسلسلات الي احبها اهي الحلوه والي ما احبها خايسه ,ar,,,
1114885229645266944,1114563192569593856,1554644326,Scuffed ft. abdulaziz,argy9,False,NetflixMENA ATEEKSTER,False,PREACHHHHHHHH,en,,,
1118147894148771840,1118141017084104704,1555422206,Wa .,iwax75,False,NetflixMENA,False,واللي م عندهم اختبارات؟,ar,,1,1
1118149946878906371,1118141017084104704,1555422696,Netflix MENA,NetflixMENA,False,iwax75,False,"اصدقائنا و نقولهم! 
Quicksand 
Chilling Adventures Of Sabrina 
Black Summer",ca,,102,6
1118745585115455488,1118141017084104704,1555564707,Rasha,RashaMohs,False,NetflixMENA iwax75,False,Quicksand ,en,,,
1118141652869287936,1118141017084104704,1555420718,مُ🌐.,ME_MNTO,False,NetflixMENA,true,ياليت تكثّر اقتراحات لأن كل وقتي بريكات pic.twitter.com/pmwpHYToSf,ar,https://t.co/pmwpHYToSf,43,6
1118148120372752390,1118141017084104704,1555422260,Netflix MENA,NetflixMENA,False,ME_MNTO,False,"La Casa De Papel 
Peaky Blinders
Stranger Things 
Dark 
Narcos: Mexico 
Our Planet 
Riverdale 

أي خدمة ",ca,,229,4
1118151158219067392,1118141017084104704,1555422985,$ham$,fakeShams,False,NetflixMENA,False,ليه مانزلتوا السيزن الثاني ل riverdale ؟,ar,,8,
1118153021748334592,1118141017084104704,1555423429,Netflix MENA,NetflixMENA,False,fakeShams,False,لسّه حينزل بكرة ,ar,,8,1
1118150524988198912,1118141017084104704,1555422834,ريم المطيري.,ruiim2,False,NetflixMENA,False,قسمي رياضيات واختباري هندسه الفزززززعه باليز,ar,,2,
1118152227598884864,1118141017084104704,1555423239,Netflix MENA,NetflixMENA,False,ruiim2,False,"تحتاجي شئ يخف عن قلبك 
Friends 
HIMYM 
Brooklyn Nine Nine 
Unbreakable Kimmy Schmidt",und,,75,5
1118153204750061569,1118141017084104704,1555423472,ريم المطيري.,ruiim2,False,NetflixMENA,true,احل عطني اشتراك مجاني pic.twitter.com/ozpcaebZ7I,ar,https://t.co/ozpcaebZ7I,10,1
1118141114534584320,1118141017084104704,1555420590,فيصلل,lfaiiiil,False,NetflixMENA,False,قانون تجاري ,ar,,2,
1118144485526052864,1118141017084104704,1555421394,Netflix MENA,NetflixMENA,False,lfaiiiil,true,Suits! pic.twitter.com/5iDWkyAPCw,en,https://t.co/5iDWkyAPCw,24,4
1118144651498749952,1118141017084104704,1555421433,فيصلل,lfaiiiil,False,NetflixMENA,False,هذا بخلص اختبارات ماخلصته ,ar,,3,
1118144249227296776,1118141017084104704,1555421337,عمر,LioM0R,False,NetflixMENA,False,نظام جنائي,ar,,6,
1118145380808560640,1118141017084104704,1555421607,Netflix MENA,NetflixMENA,False,,true,Brooklyn Nine Nine  pic.twitter.com/6Sa7OwkY5W,en,https://t.co/6Sa7OwkY5W,19,1
1118145620433412096,1118141017084104704,1555421664,عمر,LioM0R,False,NetflixMENA,False,تم ,ar,,,
1118145380376612866,1118141017084104704,1555421607,Riyad,Riyads18,False,NetflixMENA,False,accounting محاسبه ماليه متقدمة,ar,,1,
1118146394613792769,1118141017084104704,1555421849,Netflix MENA,NetflixMENA,False,Riyads18,False,هممم شوف حلقة من Friends و كلم Chandler يساعدك ,und,,19,
1118141340523618305,1118141017084104704,1555420644,عبدالله,lion7_sh,False,NetflixMENA,False,علم نفس ؟,ar,,,
1118143535696482307,1118141017084104704,1555421167,Netflix MENA,NetflixMENA,False,lion7_sh,False,ممكن تشوف Maniac يخفف عنك بس تفضل في جو المذاكرة ,ar,,28,
1118144041185677312,1118141017084104704,1555421288,عبدالله,lion7_sh,False,NetflixMENA,False,حبيبي ,ar,,,
1118448227102150657,1118141017084104704,1555493811,AliShafie24,ali_shafie24,False,NetflixMENA,False,ادا كنت اجازه وش تقترحون علي ,ar,,,
1118455969447542784,1118141017084104704,1555495657,Netflix MENA,NetflixMENA,False,ali_shafie24,False,"اووووه.. 
Peaky Blinders 
Stranger Things 
La Casa De Papel 
Elite 
Dark 
Safe 
Vikings 
The Umbrella Academy 
The Rain 

كفاية؟ ",en,,25,3
1118459057021517824,1118141017084104704,1555496393,AliShafie24,ali_shafie24,False,NetflixMENA,False,كفايه كفايه ادا خلصو رجعت هنيه ,ar,,1,
1118141206217809926,1118141017084104704,1555420612,Ahmed Bin Ali,iah_4b,False,NetflixMENA,False,بتداومون عني بالصيف عشان اجدد الاشتراك,ar,,12,1
1118146963235573762,1118141017084104704,1555421984,NawafShehri.,13lofty,False,NetflixMENA,False,Clinical microbiology ,en,,2,
1118152228026626048,1118141017084104704,1555423240,AHMED ATRESS,ahmed_atress,False,NetflixMENA,False,تصميم معماري....,ar,,1,
1118302158275915778,1118141017084104704,1555458986,Muhannad Ashraf,MuhannadAshraf2,False,ahmed_atress NetflixMENA,False,الف سلامة,ar,,2,
1118333425935691776,1118141017084104704,1555466441,AHMED ATRESS,ahmed_atress,False,MuhannadAshraf2 NetflixMENA,False,الله يسلمك يا حبيبي منجلكش ف حاجه وحشه,ar,,1,
1118151500285583362,1118141017084104704,1555423066,Munther Buhindi,MuntherBuhindi,False,NetflixMENA,true, pic.twitter.com/QUTZVX7OrB,und,https://t.co/QUTZVX7OrB,19,7
1118905317545398272,1118141017084104704,1555602790,Sara,iSarart,False,MuntherBuhindi NetflixMENA STARZPlayArabia,False,بتحصله هنا @STARZPlayArabia ,ar,/STARZPlayArabia,,
1118474577691271168,1118141017084104704,1555500094,Doa'a Tayseer,DOAATE,False,NetflixMENA,False,Obstetrics and gynaecology,en,,1,
1118484612009943040,1118141017084104704,1555502486,Esraa,EsrraAlh,False,DOAATE NetflixMENA,False,Help@NetflixMENA,en,/NetflixMENA,1,
1118143069206003712,1118141017084104704,1555421056,ᴍᴏʜᴀᴍᴍᴇᴅ ᴡɪᴛʜ ᴅᴏᴜʙʟᴇ ᴍ,virtualmohd,False,NetflixMENA,False,Diseases and diagnostics,en,,1,
1118142635632414720,1118141017084104704,1555420953,مُلهم,uvixerz,False,NetflixMENA,False,Microbiology ,hu,,1,
1118454573654523904,1118141017084104704,1555495324,Sunflower.,fttn_l,False,NetflixMENA,False,حسبي الله عليكم ثلاث درجات طارت بسبب افلامكم انا شكوووو,ar,,1,
1118489090364723203,1118141017084104704,1555503554,َ,Equrashii,False,fttn_l NetflixMENA,False,اندرييييييي,ar,,1,
1118300212831969281,1118141017084104704,1555458522,ּڣــٺــﯡحۡ 👷‍♂️,ffalzwi55,False,NetflixMENA,False,رياضيات  ,ar,,1,
1118166928877596672,1118141017084104704,1555426745,ℓ.,lomee__h,False,NetflixMENA,False,Pathophysiology ,en,,1,
1118192435274952704,1118141017084104704,1555432826,”,shadi_0a,False,NetflixMENA,False,هات مسلسل زي بركنق باد و البروفسور والنخبة ,ar,,1,
1118204100305477632,1118141017084104704,1555435607,Abdullah Al- sawad,Aaa08aAbdullah,False,NetflixMENA,False,Finance,en,,1,
1118245186969141248,1118141017084104704,1555445403,مـــــازن,MazenAlhajili,False,NetflixMENA,False,Trauma ,es,,1,
1118151485106339840,1118141017084104704,1555423062,Lawyer Takwa Alkhaldi🇯🇴,lawyertakwa93,False,NetflixMENA,False,امتحانات لمزاولة مهنةالمحاماه,ar,,1,
1118267908248014848,1118141017084104704,1555450820,ii201,alkhaledi1995,False,lawyertakwa93 NetflixMENA,False,ما اتوقع تتفرجي ع شي بس فالك طيب فالمذاكره و عقبال انتهاء الامتحانات بالدرجات الممتازه و تكوني محامية نباهي فيك هالمهنة الرائعه,ar,,1,
1118548149541404672,1118141017084104704,1555517635,Lawyer Takwa Alkhaldi🇯🇴,lawyertakwa93,False,alkhaledi1995 NetflixMENA,False,اللهم امين يسعدك ربي ,ar,,1,
1118382917682704384,1118141017084104704,1555478240,Amal Alothamiyn,alothamiyn_,False,NetflixMENA,False,Criminology ,ro,,1,
1119164670537900033,1118141017084104704,1555664625,سماح بالحمر 🇾🇪,Samah_sam_26,False,NetflixMENA,False,"عندي اختبار مجتمع مدني وبعده اصير خريجة
احتاج شي يحمسني اذاكر واخذ بريك",ar,,1,
1118175606305431552,1118141017084104704,1555428813,1 6 𖤍,im16d,False,NetflixMENA,False,محاسبة2,ar,,1,
1118183955755339777,1118141017084104704,1555430804,Mercury,Mercurybu,False,NetflixMENA,False,ابد متخرج,ar,,1,
1118609985389453312,1118141017084104704,1555532377,One🇮🇳 #idc,lam18ii,False,NetflixMENA,False,"Physiology and microbiology
متشوقه شنو الموود اللي يصلح لهم",und,,1,
1118156274665959424,1118141017084104704,1555424204,MyA 🇴🇲,mohd1000ya,False,NetflixMENA,False,رياضيات,ar,,1,
1118215353945997312,1118141017084104704,1555438290,SOMAYH.🖇,i22jl,False,NetflixMENA,False,فقة عطوني مسلسل ديني,ar,,1,
1118141861548441601,1118141017084104704,1555420768,𝐑,llreez,False,NetflixMENA,False,حتخلوني احمل المادة على كدا ,ar,,1,
1118184000063987712,1118141017084104704,1555430815,JORY YASSER,wiqe98,False,NetflixMENA,False,انتم خراب اصلاً,ar,,1,
1118303829806731266,1118141017084104704,1555459384,أريّام|بَطلة الدوري💛💛!,11iilllii,False,NetflixMENA,False,ياخي انت اسطوررهه,ar,,1,
1119365337743536129,1118141017084104704,1555712467,حبيب الزميلي,Habeeboz,False,NetflixMENA,False,ايش اختبارك,ar,,1,
1118141096217980928,1118141017084104704,1555420586,RakanSuliman,imRakanSuliman,False,NetflixMENA,False,رياضيات,ar,,1,
1118204483715125248,1118141017084104704,1555435698,Ahmed Eid,AhmedEi0,False,NetflixMENA,False,Geophysics ,en,,1,
1118202095092535298,1118141017084104704,1555435129,Miserable life,salemjutaily,False,NetflixMENA,False,عطوني عندي رياضيات,ar,,1,
1118142753312002049,1118141017084104704,1555420981,AUGUST₂.,batboy108,False,NetflixMENA,False,كيمياء لكن لا تقولين بريكنق باد لان خلصته و رهيب و خلاص اللي بعدو,ar,,1,
1118141406361608192,1118141017084104704,1555420659,‏. 𓆩ℳ︎⁸⁸𓆪,x1Mody,False,NetflixMENA,False,اختبار فسيوليجي .,ar,,1,
1118893228911157248,1118141017084104704,1555599908,-أّ☽.,iiva_0,False,NetflixMENA,False,خلني اذاكر اول عشان آخذ بريك,ar,,3,
1118546433538437121,1118141017084104704,1555517226,ᎬᏴ ‎‏‎🖤..,ebtsam_944,False,NetflixMENA,true,عندي يوم الاحد حاسب يعني فاضيه من اليوم لين السبت أعطوني اللي عندكم pic.twitter.com/Xwt1ZGv8l4,ar,https://t.co/Xwt1ZGv8l4,4,
1118187423916273665,1118141017084104704,1555431631,G △ D 🕯,lovlelove1,False,NetflixMENA,False,حقوق الإنسان,ar,,,
1118213473551437830,1118141017084104704,1555437842,ياسمين,yasmeen_ALfifi,False,lovlelove1 NetflixMENA,true, https://youtu.be/pRGhrYmUjU4 ,und,https://t.co/llBoIa8ky0,1,
1118221162599854080,1118141017084104704,1555439675,G △ D 🕯,lovlelove1,False,yasmeen_ALfifi NetflixMENA,False,اشكرك كل الشكر سمونتي ,ar,,1,
1118317511001419776,1118141017084104704,1555462646,ياسمين,yasmeen_ALfifi,False,lovlelove1 NetflixMENA,False,يا حبيبي انتي بالتوفيق ,ar,,1,
1118432868819263489,1118141017084104704,1555490150,Reem,Reem_aljabri8,False,NetflixMENA,False,فيزيا,ar,,,
1118467344383270912,1118141017084104704,1555498369,S.,Dr_souiis,False,Reem_aljabri8 NetflixMENA,False,Big bang theory,tl,,1,
1118511723936456705,1118141017084104704,1555508950,سعد,saadSs1988,False,Dr_souiis Reem_aljabri8 NetflixMENA,False,ههههههههه مو موجود في نتفلكس,ar,,1,
1118226935837069313,1118141017084104704,1555441051,waleed mkh,MkhWaleed,False,NetflixMENA,False,جغرافيا ,ar,,1,
1118260886827884549,1118141017084104704,1555449146,イブテサム 🏹,xiiix2019,False,MkhWaleed NetflixMENA,False,انصحك ب Tarzan ,und,,1,
1118261603621908480,1118141017084104704,1555449317,waleed mkh,MkhWaleed,False,xiiix2019 NetflixMENA,False,,und,,,
1118853919235612672,1118141017084104704,1555590536,هند السليماني,heenda1387,False,jomanamr NetflixMENA,False,بريك المذاكره تساعد مامتها ,ar,,,
1118154621963382784,1118141017084104704,1555423810,safa,SafaAlJafen,False,NetflixMENA,False,محد بضيعني غيركم,ar,,1,
1118155484899442688,1118141017084104704,1555424016,ٰ,_maryiem,False,SafaAlJafen NetflixMENA,False,بالضبط ,ar,,,
1118191848202354688,1118141017084104704,1555432686,ريم Reem ALameer,r_Ameer20,False,NetflixMENA,False,Crisis management,fr,,1,
1118194896769302529,1118141017084104704,1555433413,Dr. Ali A. Alalmai,alialmai,False,r_Ameer20 NetflixMENA,False,The pursuit of happiness,en,,,
1118157809433157632,1118141017084104704,1555424570,Sultan,iSultanJHN,False,NetflixMENA,False,"ethics, Integrated multiple systems, hematology يالله ٣ في واحد",und,,,
1118163177471135744,1118141017084104704,1555425850,عبدالمجيد الجهني,AbdulmajeedFin,False,iSultanJHN NetflixMENA,False,Irresponsible.,es,,1,
1118198613237207041,1118141017084104704,1555434299,𝒜𝒹𝒶𝓂🖤𝓌𝑜𝓁𝒻,wolf00123,False,NetflixMENA,False,حطو last man on the earth,en,,,
1118198705927217153,1118141017084104704,1555434321,ذيبان,adxalone,False,wolf00123 NetflixMENA,False,كل المواسم مب موسم ١ وبالقطاره,ar,,1,
1118181317039001600,1118141017084104704,1555430175,☁️,6lvxv1,False,NetflixMENA,False,واللي ماعنده اختبار ماتقترحون عليه ؟,ar,,,
1118184573249236992,1118141017084104704,1555430951,Dana.,xdno7x,False,6lvxv1 NetflixMENA,False,The vampire dairies,en,,1,
1118142374943891457,1118141017084104704,1555420890,Yahya M. H.,YhyiaH,False,NetflixMENA,False,تكنولوجيا الجينات,ar,,1,
1118153155538227200,1118141017084104704,1555423461,Ahmed[] Al-3amri,Al3Tech,False,YhyiaH NetflixMENA,False,Dexter,en,,,
1119176698589798400,1118141017084104704,1555667492,Yomna H Qutub,YomnaQutub,False,NetflixMENA,False,رياضيات,ar,,,
1119188527474970625,1118141017084104704,1555670313,M,maryam22483415,False,YomnaQutub NetflixMENA,False,تفرجي علي وانا اذاكر  والله يحزن,ar,,1,
1119192670231044098,1118141017084104704,1555671300,Yomna H Qutub,YomnaQutub,False,maryam22483415 NetflixMENA,False,بموووتتت بموتتتت,ar,,,
1118147063995355137,1118141017084104704,1555422008,Hilal,ihilano,False,NetflixMENA,False,ايش هذا التحريض المستمر والموجه للطلبة، علشان حفنة دولارات من هالفئة؟!!!,ar,,1,
1118559597370007552,1118141017084104704,1555520364,هاجر مبارك,jawaher29268484,False,ihilano NetflixMENA,False,والله حبيت الفكرة هههه,ar,,,
1118560728045314049,1118141017084104704,1555520634,Hilal,ihilano,False,jawaher29268484 NetflixMENA,False,دائماً يكرروا هالتغريدة,ar,,,
1118170603884810240,1118141017084104704,1555427621,Tr.Reem Alharthi 🌐,_RA_1995,False,NetflixMENA,False,انا مو اختبار ...انا اللي اصحح الاختبارات ويجيني صداع من الإجابات ..وش اتفرج؟؟؟,ar,,1,
1118173782349316096,1118141017084104704,1555428379,Hend AlEssa🌐,Hendalesssa,False,_RA_1995 NetflixMENA,False,كنت اتمشى واشوف الإجابات. إلى ما شفت وحدة مننا  الله يعينك و يوفقك ان شاء الله,ar,,,
1118179704304021510,1118141017084104704,1555429790,Tr.Reem Alharthi 🌐,_RA_1995,False,Hendalesssa NetflixMENA,False,وياك يارب,ar,,,
1118145792588513281,1118141017084104704,1555421705,Hussain Shawli,Hussain_Shawli,False,NetflixMENA,False,نظم معلومات ,ar,,1,
1118154369772478464,1118141017084104704,1555423750,Moath💙🖤,MHAljizani,False,Hussain_Shawli NetflixMENA,False,تتوقع ايش حيعطوك مسلسل ؟,ar,,,
1118154540254208000,1118141017084104704,1555423791,Hussain Shawli,Hussain_Shawli,False,MHAljizani NetflixMENA,False,اي شي فيه مرض نفسي,ar,,,
1118141954141900801,1118141017084104704,1555420790,♬Ϧ៣៩ᖱ 🇳🇱,ahmed__iq13,False,NetflixMENA,False,انا متخرج بس اخوي فيزياء,ar,,,
1118160803461570560,1118141017084104704,1555425284,Az.,i1azu,False,NetflixMENA,False,"العرض بس للطلاب؟
لنا الله يالموظفين ",ar,,,
1118593637376503808,1118141017084104704,1555528480,Mariam 🎀🇸🇦,memchy2000,False,NetflixMENA,False,فنون الدراما والسينما << اتحفوني,ar,,,
1118144171028750336,1118141017084104704,1555421319,حلا .,lli1i_,False,NetflixMENA,False,مهارات البرمجة,ar,,,
1118175673800122368,1118141017084104704,1555428829,Mouna.daeyll,Abdullah2Mouna,False,NetflixMENA,False,ادارة تعليمية,ar,,,
1118143106845687809,1118141017084104704,1555421065,سـعود. 🎓,vkkkn,False,NetflixMENA,False,هذا اللي بيخربني ,ar,,,
1118165534644817921,1118141017084104704,1555426412,فاطمة الحجي 💫,ifetoali,False,NetflixMENA,False,ماث وتكنولوجي ، متى ناويين تنزلون البارت الثاني من بيرد بوكس ؟,ar,,,
1118154675453419520,1118141017084104704,1555423823,☁️,EmanAlRasheid,False,NetflixMENA,False,MPA ,und,,,
1118141563622891520,1118141017084104704,1555420697,Shahad Naji | شهد ناجي,sh_dawara,False,NetflixMENA,False,Marketing presentation ,en,,,
1118154221604474880,1118141017084104704,1555423715,mohannad,mohannada7,False,NetflixMENA,False,طرق كميه ,ar,,,
1118394808006008832,1118141017084104704,1555481075,Ahmed Ghoneam,MiDo_GhONeaM,False,NetflixMENA,False,أرطغرل_أفضل_من_الثرونز ,ar,,,
1118171385011036160,1118141017084104704,1555427807,أميره🇸🇦,Amsu_506,False,NetflixMENA,False,باليز اي شي عن المواد العلمية,ar,,,
1118418178420428800,1118141017084104704,1555486647,.,AsmAyed1,False,Amsu_506 NetflixMENA,False,breaking bad,en,,,
1118289402713858050,1118141017084104704,1555455945,عـتّمة ☽.,LukaZaeli,False,NetflixMENA,False,مهارات لغوية.,ar,,,
1118556327691935750,1118141017084104704,1555519584,حمزة علي البناء,hamza1581,False,LukaZaeli NetflixMENA,False,هبلك قيم فورتينايت ,ar,,,
1118156200703602688,1118141017084104704,1555424187,إلهام الموسى 🎓,elhamalmousa,False,NetflixMENA,False,تآمين مسؤلية و مافي بريك للأسف  ,ar,,,
1118392500207738881,1118141017084104704,1555480525,جيهان المكي,jihany_,False,NetflixMENA afranation,False,Nanotechnology science .,cs,,,
1118180163018199041,1118141017084104704,1555429900,َ,llth__,False,NetflixMENA,False,حاسب تكفى طلع لي فلم لبى عينك,ar,,,
1118145793947521029,1118141017084104704,1555421706,Ibrahim Sheikhoon,ISheikhoon,False,NetflixMENA,False,Math,cy,,,
1118175968517152768,1118141017084104704,1555428900,ARNooBa 🐰,Fugees88,False,NetflixMENA,False,ما عندي اختبارات عطاليه بطاليه عطوني مسلسلات قويه,ar,,,
1118212121056169990,1118141017084104704,1555437519,"LAGARTHA,🔱",s7eem6001,False,NetflixMENA,False,امراض دم,ar,,,
1118146842091491328,1118141017084104704,1555421955,⚧𝓐𝓛𝓔𝓧🏳️‍🌈,alex420x1,False,NetflixMENA,False,فيزياء الصحية ,ar,,,
1118141106032656385,1118141017084104704,1555420588,SARA ∞🎓,sara18io,False,NetflixMENA,False,ححححددديييثثثثثث,ar,,,
1118205216757813248,1118141017084104704,1555435873,سهم، يعبر عن قلقه🧛🏼‍♂️,IYazz_ii,False,NetflixMENA,False,"قانون إداري وأحكام العقد
وقاعد اتفرج سوتس",ar,,,
1118202488233107457,1118141017084104704,1555435223,Hesham_Sarari,SarariHisham,False,NetflixMENA,False,فيزياء ,ar,,,
1118141793181294599,1118141017084104704,1555420752,رآق☤.,ra_06_,False,NetflixMENA,False,اقفال اليوميه وارسلها لمدير العمليات,ar,,,
1118177296152707072,1118141017084104704,1555429216,مها عبدالعزيز,Maha_th_,False,NetflixMENA,False,ماعندي اختبارات ,ar,,,
1118142392048214016,1118141017084104704,1555420895,وهم!,Mo_Abdawi,False,NetflixMENA,False,و الله يا الطيب جراحة عامة ,ar,,,
1118156997709508619,1118141017084104704,1555424377,أشجـان✨,alsn121,False,NetflixMENA,False,"و اللي عندو 

??bio energetic",und,,,
1118144926615842817,1118141017084104704,1555421499,S.Hussain,7usyno96_,False,NetflixMENA,False,Traffic Engineering ,en,,,
1118246238904901632,1118141017084104704,1555445654,Nello.,Pisvmine,False,NetflixMENA,False,ماث,ar,,,
1118151655571230720,1118141017084104704,1555423103,A,_alz99,False,NetflixMENA,False,مبادئ محاسبه ماليه,ar,,,
1118471543238144001,1118141017084104704,1555499370,ahmed,ahmed18855,False,NetflixMENA,False,كيمياء,ar,,,
1118141987360784392,1118141017084104704,1555420798,🕊|| 9’ . SB!!!!!!!!!!,wxsuper,False,NetflixMENA,False,احصصصصاااااءءءء,ar,,,
1118144553515667456,1118141017084104704,1555421410,NoNo🐰,Nono68jk,False,NetflixMENA,False,رياضيات ⁦⁩,ar,,,
1118171009268494339,1118141017084104704,1555427717,M7md,patrick_m7md,False,NetflixMENA,False,علم نفس جنائي ؟,ar,,,
1118193941659123719,1118141017084104704,1555433185,Reham ',relax_k2,False,NetflixMENA,False,E-commerce,fr,,,
1118143036557545477,1118141017084104704,1555421048,.,sSalahx,False,NetflixMENA,False,اقول خلي الناس تذاكر,ar,,,
1118141079189106688,1118141017084104704,1555420581,hton☆,uni_tota,False,NetflixMENA,False,انجليزي,ar,,,
1118455069597425664,1118141017084104704,1555495443,B̷E̷E̷D̷A̷N̷,sayhalloii,False,NetflixMENA,False,رياضيات,ar,,,
1118338072133939200,1118141017084104704,1555467548,Fluna🌻,FLNA999,False,NetflixMENA QueenFaisall,False,مايكرو,ar,,,
1118141233602408448,1118141017084104704,1555420618,ريـمّ .,reem_illl,False,NetflixMENA,False,الاحد إحصاء,ar,,,
1118144381263937537,1118141017084104704,1555421369,Mohammed D.R.E,MHDRE18,False,NetflixMENA,False,Human rights,en,,,
1118401906861400065,1118141017084104704,1555482768,Rawan🌐🎤,alameerraw,False,NetflixMENA,False,"Medical translation & political translation & legal translation .. so , what do you think I have to watch?",en,,,
1118142978592247808,1118141017084104704,1555421034,سُلطآن,siitoo10,False,NetflixMENA,False,ولا شي,ar,,,
1118176691736780801,1118141017084104704,1555429072,Ibrahim_008,Ibrahim_92222,False,NetflixMENA,False,عاطل باطل فرااغ ألفوثلاث مسلسلاا واحد ورى ثاني وزيدني ..,ar,,,
1118219418935484417,1118141017084104704,1555439259,𝑨𝙍𝑬𝑬𝑵𝑨*🖤,arena0_,False,NetflixMENA,False,اصدقاء السوء:,ar,,,
1118156996417609728,1118141017084104704,1555424376,HN 🌐,ihnouf1,False,NetflixMENA,False,تعريب,ar,,,
1118141199611846658,1118141017084104704,1555420610,تركي #الملكي 💙,lg_h2,False,NetflixMENA,False,ريادة أعمال ومحاسبة ادارية يوم الاحد ,ar,,,
1118161043577081861,1118141017084104704,1555425341,Fares,MaDxFighter,False,NetflixMENA,False,Anatomy,tl,,,
1118173751709970433,1118141017084104704,1555428371,غدير,eden7_,False,NetflixMENA,False,انجليزي,ar,,,
1118142183180316672,1118141017084104704,1555420845,حمد,qH2mad_,False,NetflixMENA,False,طيب اختبارين مع بعض ,ar,,,
1118143998965747718,1118141017084104704,1555421278,محمد,iiArt7,False,NetflixMENA,False,مواد بورن,ar,,,
1118344626442780672,1118141017084104704,1555469111,TA.,Te130_,False,NetflixMENA,False,انا اقول ي ليت تحجبون نتفلكس هالفترة عن المملكة لأن جالس يضيع وقتنا ولا نذاكر بسبتة,ar,,,
1118141779977625602,1118141017084104704,1555420749,Mu,SuprMu,False,NetflixMENA,False,ماعندي اختبارات بس القيقات محدوده هنا ياصديقي ,ar,,,
1118167313956712448,1118141017084104704,1555426836,someone 🗽,Some000one,False,NetflixMENA,False,كل المواد علي ابي مسلسل حلو,ar,,,
1118196428931776513,1118141017084104704,1555433778,☔️,i_Rahaf_9,False,NetflixMENA,False,عاطلة,ar,,,
1118166127128010752,1118141017084104704,1555426553,فاطمةٌ 🦌✨,Fatima_HNJ,False,NetflixMENA,False,Calculus ,fr,,,
1118175673196138497,1118141017084104704,1555428829,ᴗ̈,Im_I_,False,NetflixMENA,False,Medicinal chemistry,en,,,
1118147633124655106,1118141017084104704,1555422144,alikhandro❄️,milton979,False,NetflixMENA,False,دين ,ar,,,
1118206707224784902,1118141017084104704,1555436228,neen,_niin_1,False,NetflixMENA,False,"طيب انا متخرجه ما عندي ولا شغله ايش اتفرج !!!
اهم شي مايكون كوميدي",ar,,,
1118465617374457862,1118141017084104704,1555497957,Bassam I. Alhussein,BaasSsaaM,False,NetflixMENA,False,"متى بيتم نزول الاجزاء الجديدة من Originals
و Vampir Diaries",und,,,
1118166828390416385,1118141017084104704,1555426721,Ahmad 🇹🇳,ahmedjerbii,False,NetflixMENA,False,أفلام عن التنمر !!,ar,,,
1118233238319837184,1118141017084104704,1555442554,EsRaA♐️,esraaqa66,False,NetflixMENA,False,متى بينزل فلم الجزء الثاني ل split ,ar,,,
1118154843221372928,1118141017084104704,1555423863,raaz,RaazYaaz,False,NetflixMENA,False,نحو و حاسب ,ar,,,
1118178834384392199,1118141017084104704,1555429583,Wed Aljaizani,WAljaizani,False,NetflixMENA,False,الحياة,ar,,,
1118466629019553792,1118141017084104704,1555498199,SMAHER⚡️,111Smaher,False,NetflixMENA,true,شكلي بسويلك انفولو لين اخلص pic.twitter.com/3kN3InH6B1,ar,https://t.co/3kN3InH6B1,,
1118179762323755012,1118141017084104704,1555429804,Raghad Alawadh,IRaghadI77,False,NetflixMENA,False,كيمياء ,ar,,,
1118146410904530944,1118141017084104704,1555421853,متّرا,maat407,False,NetflixMENA,False,نظام عمل والتأمينات الاجتماعية .,ar,,,
